creator_id,id,bunny_video_id,creator_name,source_url,caption,transcript,views,likes,shares,saves,restaurant,address,km_from_downtown,creator_rank
2a9e7755-565d-4148-b35d-780e2d172f9e,64b459ee-fb7a-4203-8380-899cd7798f00,cad3b33a-7863-453b-9922-7e22554aca47,ryaneatzz,https://www.tiktok.com/@ryaneatzz/video/7603436410493881614,"#ad Stressed about hosting Sunday night? Just order @Grubhub to get no delivery or service fees on restaurant orders over $50!! 🍕🍗🍟 No promo code, no gimmicks just more of the food we love without fees that turn bigger orders into bigger costs. What is your must have for the game day spread? Learn more at bit.ly/GHEatTheFees","So I'm having people over for the big game. And if you didn't know, hosting can be a little bit pricey. It's like the more you order, the more delivery service fees can tag on. And it lasts up so quick. So that's why I partnered with Grubhub to put together the perfect game day spread. They got no delivery of service fee on restaurant orders over $50. I need that. No gimmicks, no promo code. It's just savings. And trust when you're hosting the orders are so big, it is so easy to hit $50. And speaking of big orders, we're gonna start off with the meat lover's pizza. You got the sausage, bacon, ham, everything's better with bacon. And what's a big game day party without Buffalo Loans? I went with the mile because everybody can't handle spicy. And I went with some lemon pepper loins. Y'all see that season on there? Some curly fries, season, crispy, curly. Woo! And I got some mini tacos. You know the crispy? Everybody loves tacos. So if you're hosting this weekend or just ordering any other time, make sure you're ordering on Grubhub because this amazing offer is for everyone.",11600000,3306,260,358,3 For 2 Pizza & Wings,"4646 Heritage Hills Blvd, Mississauga, ON L5R 1N4, Canada",23.20639311989,1
399d1ac5-bda8-400a-81b3-8f83253e632c,b3242189-bc71-4f57-b581-f753cabb7953,7c01af9b-83be-4342-8edb-9c38a1195285,tryittoronto,https://www.tiktok.com/@tryittoronto/video/7250673637013949702,"Definitely not trying to gatekeep this activity! #thingstodo #summervibes #funthingstodowithyourfriends #thingstodointoronto #datenight #gta #dateideas #torontoinfluencer #torontofoodie #travel ","Start Time	End Time	Subtitle
00:00:00	00:00:02	if you're looking for a unique date idea
00:00:02	00:00:04	let me introduce you to Canada's largest trampoline park
00:00:04	00:00:07	by the way this account is for people who wanna have the best summer ever
00:00:07	00:00:08	I'd vlog fun activities every day
00:00:08	00:00:10	so don't forget to follow along
00:00:10	00:00:12	upla just opened up and it's an hour outside of Toronto
00:00:12	00:00:15	and it's so worth the drive because this place is insanely fun
00:00:15	00:00:17	the entire course is made out of trampoline nets
00:00:17	00:00:20	and they send you so high to the air
00:00:20	00:00:21	just make sure you don't fall over
00:00:21	00:00:24	because you will get launched into the air if someone jumps next to you
00:00:24	00:00:27	they also have these rope slides which are so fun
00:00:27	00:00:27	as you can see
00:00:27	00:00:29	my boyfriend has no care in the world
00:00:29	00:00:31	me and my brother are a little bit more sensible
00:00:31	00:00:32	and they had dodgeball
00:00:32	00:00:33	this is probably our favorite part
00:00:33	00:00:35	we had so much fun just jumping around
00:00:35	00:00:37	they also have this other section
00:00:37	00:00:40	where there's this rope tube that you can climb through to get to the top
00:00:40	00:00:42	and once you're up, it's a little scary
00:00:42	00:00:44	but they have huge bean bags there that you can just chill on
00:00:44	00:00:46	this is honestly such a fun experience
00:00:46	00:00:48	I definitely recommend you guys check this place out
00:00:48	00:00:50	and don't forget to follow along for more fun activities in the GTA",9300000,1300000,123200,250600,Crepe It Up,"91 Front St E, Toronto, ON M5E 1C3, Canada",1.04074508773,2
399d1ac5-bda8-400a-81b3-8f83253e632c,64213403-021f-48f0-9a6d-d70562851087,bca52e18-c790-473c-92f9-a9d98abf798c,tryittoronto,https://www.tiktok.com/@tryittoronto/video/7312177054466804998,"Stay till the end to see everything we got up to in The Nissan Pathfinder!😊 It was the perfect ride to make this day extra special for my passenger prince!🚘It’s spacious, stylish and jam-packed with amazing features to make anyone feel like royalty 👑 #Ad @Nissan Canada #NissanCanada #NissanPathfinder #NissanPartner ","Start Time	End Time	Subtitle
00:00:00	00:00:02	I'm gonna let my boyfriend be a passenger
00:00:02	00:00:02	Prince for once.
00:00:02	00:00:04	He does so much for me.
00:00:04	00:00:06	So I wanted to plan an adventurous date for him
00:00:06	00:00:08	filled with activities and food that I knew he'd love.
00:00:08	00:00:08	I, of course,
00:00:08	00:00:10	was gonna be driving us everywhere.
00:00:10	00:00:12	So I started off by picking him up in my new sweet ride
00:00:12	00:00:13	Nissan Pathfinder.
00:00:13	00:00:15	The first stop was an indoor trampoline park.
00:00:15	00:00:18	He definitely likes being super active and adventurous,
00:00:18	00:00:19	so I knew he'd love this so much.
00:00:19	00:00:21	We both honestly had such a good time,
00:00:21	00:00:23	but we also worked up a huge appetite,
00:00:23	00:00:24	which was perfect because next up,
00:00:24	00:00:26	we're driving to his favorite sushi spot.
00:00:26	00:00:26	Drive is long,
00:00:26	00:00:27	so we don't do it often,
00:00:27	00:00:29	but these comfy seats with toasty seat warmers,
00:00:29	00:00:30	wireless charging
00:00:30	00:00:31	and blindspot warnings
00:00:31	00:00:32	make the drive seem shorter than it is.
00:00:32	00:00:34	We jammed out to his favorite songs,
00:00:34	00:00:34	which sounds so good
00:00:34	00:00:36	thanks to the 12 speakers in this car.
00:00:36	00:00:38	And we parked with ease using the Aroundview mirror.
00:00:38	00:00:39	Before we knew it,
00:00:39	00:00:41	we were here enjoying some amazing sushi.
00:00:41	00:00:41	Last but not least,
00:00:41	00:00:43	we went to go find the perfect Christmas tree.
00:00:43	00:00:45	This is actually gonna be the first Christmas
00:00:45	00:00:46	I'll be spending with his family
00:00:46	00:00:48	and since Christmas is super important to him,
00:00:48	00:00:50	I knew he'd really enjoy this activity.
00:00:50	00:00:51	After finding the perfect tree
00:00:51	00:00:52	we easily fitted into the car to bring home,
00:00:52	00:00:55	this was the perfect way to end off our day overall.
00:00:55	00:00:56	We had such a blast
00:00:56	00:00:58	and the Nissan Pathfinder was the perfect chariot
00:00:58	00:00:59	for my passenger prints.",9000000,32800,327,197,Ju Sushi & Bar,"383 Dundas St E, Toronto, ON M5A 2A6, Canada",1.35367652824,3
c56456a0-4650-4a6d-837b-84700c2b99f0,bcd51bc9-eadd-4bee-a94d-ec45913f254d,6cc64f07-9553-460b-acad-537a47d4939b,keith_lee125,https://www.tiktok.com/@keith_lee125/video/7356826733804277023,"Sahan Restaurant taste test 💕 would you try it ? 💕 #foodcritic @Sahanresto @mixinthe6ix ","[00:00-00:04] I was told in Borderline's Dreadin on multiple occasions that if I came to Toronto and didn't [00:04-00:06] try some Mali food, I didn't experience Toronto. [00:06-00:07] So I got some Mali food. [00:07-00:09] I got it, let's try it and ready for the 10th. [00:09-00:10] We spent $98.29. [00:10-00:13] My family said the customer service was a 9 out of 10. [00:13-00:15] They said the lady was extremely helpful. [00:15-00:16] She literally ran through the whole meeting with him. [00:16-00:20] Not personally at the shotout makes it in 6 because they sent me a full list of what to [00:20-00:21] get from this place. [00:21-00:22] I'm excited. [00:22-00:23] I'm gonna show you the thing I got and we gonna try it and ready for the 10th. [00:23-00:26] Go Erise, that's not the traditional name of this dish but the lady was nice enough [00:26-00:28] to break it down in terms that we fully understand. [00:28-00:30] Beef stew and chapati, tea bone and pasta, chicken stew. [00:30-00:33] Again, these are not the traditional names of these dishes. [00:33-00:34] These are just what she put on her seat. [00:34-00:35] And for dessert, milk cake. [00:35-00:37] We also told to give bananas and rice but they didn't have any. [00:37-00:38] We gonna start with the goat. [00:38-00:40] I've had goat before but never in this form. [00:40-00:42] Okay, hang it. [00:42-00:43] Okay. [00:43-00:50] That's the least game years ago I've ever had in my life. [00:50-00:52] I wouldn't know that I was going to go if you didn't tell me it. [00:52-00:53] This season is real well. [00:53-00:54] I thought it was going to be spicy. [00:54-00:55] It's not spicy at all. [00:55-00:56] No rice and pepper. [00:57-01:00] It's just really well seasoned meat with some rice. [01:00-01:02] Something that matters is at all. [01:02-01:03] This is fresh too. [01:03-01:05] I'm surprised but I'm starting really high. [01:05-01:06] 8.2 out of 10. [01:06-01:07] I could see there's not been everybody cup of tea though. [01:07-01:09] If you don't like goat, I could see you not liking this. [01:09-01:11] But to me, this is really good goat. [01:11-01:12] This is tea bone and pasta. [01:12-01:14] These bones are real beef. [01:14-01:14] Ooh. [01:14-01:17] Ooh, I was the only one piece. [01:17-01:19] I thought it was like cut up. [01:19-01:20] It's tender though. [01:23-01:26] This just take that real char, real seasoned tea bone steak. [01:27-01:28] Oh, cool. [01:28-01:29] Pasta. [01:31-01:34] The pasta definitely has some kind of like tangy, [01:34-01:35] a little bit sour sauce on it. [01:35-01:37] I'm not mad at it but it's extremely different for me. [01:37-01:39] The tea bone in my opinion is 8 out of 10. [01:39-01:40] The pasta on the hand, 5 out of 10. [01:40-01:41] I'm not a huge fan. [01:41-01:42] It's the beef stew I'm trying with the chapati. [01:42-01:45] I see carrots, peas, onions. [01:45-01:46] It's the eclipse right now in Canada [01:46-01:48] and it's really bad on my background. [01:48-01:48] Excuse that. [01:49-01:50] What is that? [01:50-01:51] I'm sorry. [01:51-01:54] I'm not sure this high-spot is easy but I'm going to eat it like this. [01:56-01:57] Excuse me. [02:03-02:05] Am I paying this taste like crock-pot beef stew. [02:05-02:06] It's good. [02:06-02:08] This is a super flaky buttery, like vibrato. [02:08-02:10] Eight out of 10 am I paying. [02:10-02:11] This is chicken. [02:11-02:13] Now that color is super vibrant, like real vibrant. [02:13-02:14] I don't know if the color is just like that. [02:14-02:16] But this is real weird. [02:16-02:24] It's a little spicy, it's a little tangy. [02:24-02:27] I might be wrong but it kind of tastes like it was cooked with yogurt. [02:27-02:29] The spices are very different but it's just chicken. [02:29-02:31] 7.8 out of 10 and this is what I can be hearing about. [02:31-02:32] This milk cake. [02:32-02:34] This way softer than I thought it was. [02:34-02:39] I'm literally not putting no pressure on his fork. [02:39-02:43] I was like, this is what I'm proud of but you'll look exactly like it. [02:43-02:44] I'm a texture person. [02:44-02:45] I don't like this. [02:45-02:48] That's not for me. [02:48-02:49] The flavor is delicious. [02:49-02:52] It's a really really good cake with that texture. [02:52-02:53] I'm not a fan of this at all. [02:53-02:54] Just awful flavor. [02:54-02:55] It's an 8.5 out of 10. [02:55-02:56] The texture is raw. [02:56-02:57] For me, this is a 3.5 out of 10. [02:57-02:58] I like this. [02:58-02:59] That's just... [02:59-03:00] Damn. [03:00-03:01] That's really good. [03:01-03:02] Is it? [03:02-03:03] Yeah. [03:03-03:04] Make this one next birthday cake. [03:04-03:05] What's your gift? [03:05-03:06] A knife. [03:06-03:10] Overall for my first. [03:10-03:13] What is that? [03:13-03:14] It's a good knife. [03:14-03:19] I don't know if that's from a clip or what that noise is but it's real loud. [03:19-03:22] Overall experience with small leaf food for the first time is extremely positive. [03:22-03:23] I ain't going to lie. [03:23-03:24] I like it. [03:24-03:25] I'm a fan. [03:25-03:27] I can see why they say if you come and you don't try it, it's doing the disservice to [03:27-03:28] you and the country. [03:28-03:31] I'm happy I ain't disservant nobody or myself. [03:31-03:34] As far as a small family or restaurant, as always, I pray and I hope after this, they [03:34-03:35] reach out to your audience. [03:35-03:36] God bless you. [03:36-03:37] Have an amazing day. [03:37-03:38] I'll be safe. [03:38-03:39] Please imagine. [03:39-03:40] You can taste the grill.",8958740,1047843,21886,0,Sahan Restaurant,"2010 Lawrence Ave E, Scarborough, ON M1R 2Z1",12.38728468514,1
399d1ac5-bda8-400a-81b3-8f83253e632c,e637c899-5916-4eea-99ea-2ad0d2a1e107,3f8222b8-c0b4-4aea-86ef-72f9b99e2c9b,tryittoronto,https://www.tiktok.com/@tryittoronto/video/7211703506133191941,"Love me some wingstop! #wingstop #wings #foodie #torontofood #thingstodointoronto #torontofoodie #placestoeat #restaurantreview #friedchicken #torontolife #eating ","Start Time	End Time	Subtitle
00:00:00	00:00:02	everything I ate at Wingstop
00:00:02	00:00:03	Wingstop is still pretty new in Toronto's
00:00:03	00:00:04	my boyfriend has never been
00:00:04	00:00:07	so we just decided to get a bunch of stuff that we've never tried before
00:00:07	00:00:10	starting off with their honey garlic boneless chicken wings
00:00:10	00:00:12	dipping them in the Ranch is a must
00:00:13	00:00:16	these were so incredibly juicy and they were so crispy
00:00:16	00:00:18	it's such a classic flavor
00:00:18	00:00:19	and it will always hit
00:00:19	00:00:20	and the ranch makes it 10 times better
00:00:20	00:00:22	okay these were the mango habanero wings right
00:00:22	00:00:24	and I was a little skeptical at first
00:00:24	00:00:26	because the thought of a mango flavored wing just threw me off
00:00:26	00:00:27	but I was so wrong
00:00:27	00:00:29	because this ended up being my favorite thing that I tried today
00:00:29	00:00:31	it had a really nice spice to it
00:00:31	00:00:31	and it was sweet
00:00:31	00:00:32	10 out of 10
00:00:32	00:00:34	another thing I really liked was their corn
00:00:34	00:00:35	it was seasoned so nicely you guys
00:00:35	00:00:38	and of course I dipped it in the ranch cause why not
00:00:38	00:00:41	okay next up were these Korean cute chicken tenders right
00:00:41	00:00:43	they were completely coated in sauce
00:00:43	00:00:44	like it was beautiful
00:00:44	00:00:46	and that sauce had a nice heat to it
00:00:46	00:00:48	it was honestly delicious
00:00:48	00:00:49	probably my next favorite thing that I tried
00:00:49	00:00:51	also I really like their blue cheese
00:00:51	00:00:53	I think I liked it a little bit more than their ranch
00:00:53	00:00:56	next up we got their barbecue chicken tenders and their barbecue sauce slaps
00:00:56	00:00:58	I don't care what anybody says
00:00:58	00:00:59	for fries we got their Voodoo fries
00:00:59	00:01:01	my boyfriend said that this was his favorite thing that he tried
00:01:01	00:01:03	we also got their Buffalo fries
00:01:03	00:01:04	but I definitely prefer the Voodoo fries
00:01:04	00:01:06	the cheese sauce in there was just incredible
00:01:06	00:01:08	so if you're planning on going to Wingstop and you don't know what to order
00:01:08	00:01:10	definitely get their mango habanero wings
00:01:10	00:01:12	I'd also recommend the Korean Q flavor
00:01:12	00:01:14	and if you're trying to play it safe their honey garlic is amazing
00:01:14	00:01:17	quick disclaimer this is everything that we didn't finish
00:01:17	00:01:18	we took the rest home
00:01:18	00:01:20	I don't want anybody with an ed getting because trust me
00:01:20	00:01:21	I've been there
00:01:21	00:01:22	balance is definitely key
00:01:22	00:01:24	but I'd love to know what your go to order is at Wingstop
00:01:24	00:01:25	so let me know in the comments",7600000,620200,51000,56700,Wingstop,"432 Church St, Toronto, ON M5B 2A4, Canada",0.97967531245,4
c56456a0-4650-4a6d-837b-84700c2b99f0,343b3fb3-8e16-4094-a8f9-2a52d5875a30,1c27fbcb-2c25-40c6-b8b6-5ad17625cdb5,keith_lee125,https://www.tiktok.com/@keith_lee125/video/7354523119240957227,"Sumaq Iraqi Charcoal Grill taste test 💕 would you try it ? 💕 #foodcritic @SUMAQ IRAQI CHARCOAL GRILL ","[00:00-00:02] Me and my family are in Scarborough, Toronto, Ontario, Canada. [00:02-00:06] And one of the number one dishes recommended since we've been here is Shorma's. [00:06-00:07] So we went to a place called Sue Mac. [00:07-00:10] I got it. Let's try it and ready one to ten. [00:10-00:12] We spent $37.82. [00:12-00:14] This would be considered one of the spots in a popular category. [00:14-00:17] Only because they have two locations and it seemed like a local favorite. [00:17-00:20] This could also be considered part of the different backgrounds of different culture categories. [00:20-00:22] My family said the concept service was pretty good. [00:22-00:23] It was really busy so it was getting people in and out. [00:23-00:26] I'm not sure anything I got and we're going to try it and ready one to ten. [00:26-00:28] A field Shorma, a chicken Shorma, and then make Shorma. [00:28-00:30] This is chicken and field mixed together. [00:30-00:32] I asked for everything on it. She said what everything was but it was a language barrier. [00:32-00:35] So I understood it but I didn't understand everything she said. [00:35-00:38] And she said, homage, chicken, pickle, onion, radishes. [00:41-00:42] This is my hand for scale so it was real long. [00:50-00:51] That's good. [00:52-00:53] It's real good actually. [00:53-00:55] And you trade, we call these pedas like, your rolls. [00:56-00:59] That chicken got a lot of flavor like spices. [01:00-01:01] Boy, make my nose. [01:01-01:02] It's not even spicy. [01:02-01:05] This is like a spice cabinet for the flavor. [01:05-01:08] I might be wrong but I take some cumin, a little bit of coriander maybe. [01:08-01:09] This is a lot of spices. [01:09-01:11] It's very flavorful. [01:11-01:12] It's juicy. [01:12-01:13] That sauce is a little spicy. [01:13-01:14] It's a guy with the spirit. [01:14-01:15] It's a guy with the spirit. [01:15-01:16] You gotta a little bit of kick to it. [01:16-01:18] It's not super spicy though. [01:18-01:19] This is the spicy sauce type. [01:19-01:20] It's like that kind of sauce. [01:20-01:21] You gotta be careful with it. [01:21-01:23] It's weird. [01:25-01:28] It feels like it's super spicy but it's not. [01:28-01:30] It's only spicy and I'm part of it touching my tongue. [01:30-01:30] That makes sense. [01:31-01:34] But spice level, I get it sauce like maybe a five out of ten, maybe six, [01:34-01:37] but the flavor and overall taste, in my opinion. [01:37-01:38] This is a eight point two out of ten. [01:40-01:41] This is the beer. [01:47-01:49] Beer is just like a baby cow, right? [01:49-01:49] Yeah. [01:50-01:51] Whatever you call it, call me when you make it. [01:52-01:53] Okay, what you call it? [01:53-01:56] It says like beef but like a very juicy and seasoned beef. [01:56-01:57] What does it mean more tender? [01:58-01:59] That it is. [01:59-01:59] It's very tender. [01:59-02:01] This is up there with the chicken. [02:01-02:02] Eight point four out of ten. [02:02-02:03] Last but not least, just a mix. [02:08-02:09] This one got the least amount of meat. [02:09-02:10] I got all bread at times. [02:11-02:12] Mm-hmm. [02:19-02:21] Surprisingly, I like them separate. [02:21-02:22] I don't like the mixed proteins. [02:22-02:25] No if it's just the proteins that don't mix well to me or it's just an overload. [02:25-02:26] It's still good. [02:26-02:27] It's just not for me. [02:27-02:27] It's right in the middle. [02:27-02:28] Five out of ten. [02:28-02:30] Overall, if it's to be the first spot in Toronto, I'm happy. [02:30-02:32] Scarred bro got a bunch of spots. [02:32-02:34] It's almost overload in my opinion. [02:34-02:35] It spots everywhere. [02:35-02:36] I noticed only our first spot. [02:36-02:40] But if you ask me, I feel like this is going to be one of our most interesting food tours yet. [02:40-02:43] By far, it's all kind of cultures and backgrounds and different necessities [02:43-02:45] and different foods I've never tried before. [02:45-02:47] I thought it was going to be the first time for a lot of things and I'm excited. [02:47-02:51] And as always, I pray and hope that they continue to reshape target audience. [02:51-02:52] And I bless you having an amazing day. [02:52-02:52] You'll be safe.",7186964,752518,43820,0,Sumac Iraqi Shawarma Scarborough Address,"1961 Lawrence Ave E, Scarborough, ON M1R 2Y8",12.24245886802,2
